Hole_ID,X,Y
WE-1645,764803,9620020
WE-1664,764803,9619972
WE-1663,764850,9622020
WE-1666,764850,9621970
WE-1665,764850,9621920
WE-1668,764850,9621870
WE-1667,764850,9621820
WE-1670,764850,9621770
WE-1669,764850,9621720
WE-1656,764850,9621670
WE-1655,764850,9621620
WE-1658,764850,9621570
WE-1657,764850,9621520
WE-1660,764850,9621470
WE-1659,764850,9621420
WE-1662,764850,9621370
WE-1661,764850,9621320
WE-1616,764850,9621270
WE-1615,764850,9621220
WE-1618,764850,9621170
WE-1617,764850,9621120
WE-1620,764850,9621070
WE-1619,764850,9621020
WE-1622,764850,9620970
WE-1621,764850,9620920
WE-1608,764850,9620870
WE-1607,764850,9620820
WE-1610,764850,9620770
WE-1609,764850,9620720
WE-1612,764850,9620670
WE-1611,764850,9620620
WE-1614,764850,9620570
WE-1613,764850,9620520
WE-1632,764850,9620470
WE-1631,764850,9620420
WE-1634,764850,9620370
WE-1633,764850,9620320
WE-1636,764850,9620270
WE-1635,764850,9620220
WE-1638,764850,9620170
WE-1637,764850,9620120
WE-1624,764850,9620070
WE-1623,764850,9620020
WE-1626,764850,9619972
WE-1625,764900,9622020
WE-1628,764900,9621970
WE-1627,764900,9621920
WE-1630,764900,9621870
WE-1629,764900,9621820
WE-1584,764900,9621770
WE-1583,764900,9621720
WE-1586,764900,9621670
WE-1585,764900,9621620
WE-1588,764900,9621570
WE-1587,764900,9621520
WE-1590,764900,9621470
WE-1589,764900,9621420
WE-1576,764900,9621370
WE-1575,764900,9621320
WE-1578,764900,9621270
WE-1577,764900,9621220
WE-1580,764900,9621170
WE-1579,764900,9621120
WE-1582,764900,9621070
WE-1581,764900,9621020
WE-1600,764900,9620970
WE-1599,764900,9620920
WE-1602,764900,9620870
WE-1601,764900,9620820
WE-1604,764900,9620770
WE-1603,764900,9620720
WE-1606,764900,9620670
WE-1605,764900,9620620
WE-1592,764900,9620570
WE-1591,764900,9620520
WE-1594,764900,9620470
WE-1593,764900,9620420
WE-1596,764900,9620370
WE-1595,764900,9620320
WE-1598,764900,9620270
WE-1597,764900,9620220
WE-1552,764900,9620170
WE-1551,764900,9620120
WE-1554,764900,9620070
WE-1553,764900,9620020
WE-1556,764900,9619972
WE-1555,764950,9622020
WE-1558,764950,9621970
WE-1557,764950,9621920
WE-1544,764950,9621870
WE-1543,764950,9621820
WE-1546,764950,9621770
WE-1545,764950,9621720
WE-1548,764950,9621670
WE-1547,764950,9621620
WE-1550,764950,9621570
WE-1549,764950,9621520
WE-1568,764950,9621470
WE-1567,764950,9621420
WE-1570,764950,9621370
WE-1569,764950,9621320
WE-1572,764950,9621270
WE-1571,764950,9621220
WE-1574,764950,9621170
WE-1573,764950,9621120
WE-1560,764950,9621070
WE-1559,764950,9621020
WE-1562,764950,9620970
WE-1561,764950,9620920
WE-1564,764950,9620870
WE-1563,764950,9620820
WE-1566,764950,9620770
WE-1565,764950,9620720
WE-1520,764950,9620670
WE-1519,764950,9620620
WE-1522,764950,9620570
WE-1521,764950,9620520
WE-1524,764950,9620470
WE-1523,764950,9620420
WE-1526,764950,9620370
WE-1525,764950,9620320
WE-1512,764950,9620270
WE-1511,764950,9620220
WE-1514,764950,9620170
WE-1513,764950,9620120
WE-1516,764950,9620070
WE-1515,764950,9620020
WE-1518,764950,9619972
WE-1517,765000,9622020
WE-1536,765000,9621970
WE-1535,765000,9621920
WE-1538,765000,9621870
WE-1537,765000,9621820
WE-1540,765000,9621770
WE-1539,765000,9621720
WE-1542,765000,9621670
WE-1541,765000,9621620
WE-1528,765000,9621570
WE-1527,765000,9621520
WE-1530,765000,9621470
WE-1529,765000,9621420
WE-1532,765000,9621370
WE-1531,765000,9621320
WE-1534,765000,9621270
WE-1533,765000,9621220
WE-1488,765000,9621170
WE-1487,765000,9621120
WE-1490,765000,9621070
WE-1489,765000,9621020
WE-1492,765000,9620970
WE-1491,765000,9620920
WE-1494,765000,9620870
WE-1493,765000,9620820
WE-1480,765000,9620770
WE-1479,765000,9620720
WE-1482,765000,9620670
WE-1481,765000,9620620
WE-1484,765000,9620570
WE-1483,765000,9620520
WE-1486,765000,9620470
WE-1485,765000,9620420
WE-1504,765000,9620370
WE-1503,765000,9620320
WE-1506,765000,9620270
WE-1505,765000,9620220
WE-1508,765000,9620170
WE-1507,765000,9620120
WE-1510,765000,9620070
WE-1509,765000,9620020
WE-1496,765000,9619972
WE-1495,765050,9622020
WE-1498,765050,9621970
WE-1497,765050,9621920
WE-1500,765050,9621870
WE-1499,765050,9621820
WE-1502,765050,9621770
WE-1501,765050,9621720
WE-1456,765050,9621670
WE-1455,765050,9621620
WE-1458,765050,9621570
WE-1457,765050,9621520
WE-1460,765050,9621470
WE-1459,765050,9621420
WE-1462,765050,9621370
WE-1461,765050,9621320
WE-1448,765050,9621270
WE-1447,765050,9621220
WE-1450,765050,9621170
WE-1449,765050,9621120
WE-1452,765050,9621070
WE-1451,765050,9621020
WE-1454,765050,9620970
WE-1453,765050,9620920
WE-1472,765050,9620870
WE-1471,765050,9620820
WE-1474,765050,9620770
WE-1473,765050,9620720
WE-1476,765050,9620670
WE-1475,765050,9620620
WE-1478,765050,9620570
WE-1477,765050,9620520
WE-1464,765050,9620470
WE-1463,765050,9620420
WE-1466,765050,9620370
WE-1465,765050,9620320
WE-1468,765050,9620270
WE-1467,765050,9620220
WE-1470,765050,9620170
WE-1469,765050,9620120
WE-1424,765050,9620070
WE-1423,765050,9620020
WE-1426,765050,9619972
WE-1425,765100,9622020
WE-1428,765100,9621970
WE-1427,765100,9621920
WE-1430,765100,9621870
WE-1429,765100,9621820
WE-1416,765100,9621770
WE-1415,765100,9621720
WE-1418,765100,9621670
WE-1417,765100,9621620
WE-1420,765100,9621570
WE-1419,765100,9621520
WE-1422,765100,9621470
WE-1421,765100,9621420
WE-1440,765100,9621370
WE-1439,765100,9621320
WE-1442,765100,9621270
WE-1441,765100,9621220
WE-1444,765100,9621170
WE-1443,765100,9621120
WE-1446,765100,9621070
WE-1445,765100,9621020
WE-1432,765100,9620970
WE-1431,765100,9620920
WE-1434,765100,9620870
WE-1433,765100,9620820
WE-1436,765100,9620770
WE-1435,765100,9620720
WE-1438,765100,9620670
WE-1437,765100,9620620
WE-1392,765100,9620570
WE-1391,765100,9620520
WE-1394,765100,9620470
WE-1393,765100,9620420
WE-1396,765100,9620370
WE-1395,765100,9620320
WE-1398,765100,9620270
WE-1397,765100,9620220
WE-1384,765100,9620170
WE-1383,765100,9620120
WE-1386,765100,9620070
WE-1385,765100,9620020
WE-1388,765100,9619972
WE-1387,765150,9622020
WE-1390,765150,9621970
WE-1389,765150,9621920
WE-1408,765150,9621870
WE-1407,765150,9621820
WE-1410,765150,9621770
WE-1409,765150,9621720
WE-1412,765150,9621670
WE-1411,765150,9621620
WE-1414,765150,9621570
WE-1413,765150,9621520
WE-1400,765150,9621470
WE-1399,765150,9621420
WE-1402,765150,9621370
WE-1401,765150,9621320
WE-1404,765150,9621270
WE-1403,765150,9621220
WE-1406,765150,9621170
WE-1405,765150,9621120
WE-1360,765150,9621070
WE-1359,765150,9621020
WE-1362,765150,9620970
WE-1361,765150,9620920
WE-1364,765150,9620870
WE-1363,765150,9620820
WE-1366,765150,9620770
WE-1365,765150,9620720
WE-1352,765150,9620670
WE-1351,765150,9620620
WE-1354,765150,9620570
WE-1353,765150,9620520
WE-1356,765150,9620470
WE-1355,765150,9620420
WE-1358,765150,9620370
WE-1357,765150,9620320
WE-1376,765150,9620270
WE-1375,765150,9620220
WE-1378,765150,9620170
WE-1377,765150,9620120
WE-1380,765150,9620070
WE-1379,765150,9620020
WE-1382,765150,9619972
WE-1381,765200,9622020
WE-1368,765200,9621970
WE-1367,765200,9621920
WE-1370,765200,9621870
WE-1369,765200,9621820
WE-1372,765200,9621770
WE-1371,765200,9621720
WE-1374,765200,9621670
WE-1373,765200,9621620
WE-1328,765200,9621570
WE-1327,765200,9621520
WE-1330,765200,9621470
WE-1329,765200,9621420
WE-1332,765200,9621370
WE-1331,765200,9621320
WE-1334,765200,9621270
WE-1333,765200,9621220
WE-1320,765200,9621170
WE-1319,765200,9621120
WE-1322,765200,9621070
WE-1321,765200,9621020
WE-1324,765200,9620970
WE-1323,765200,9620920
WE-1326,765200,9620870
WE-1325,765200,9620820
WE-1344,765200,9620770
WE-1343,765200,9620720
WE-1346,765200,9620670
WE-1345,765200,9620620
WE-1348,765200,9620570
WE-1347,765200,9620520
WE-1350,765200,9620470
WE-1349,765200,9620420
WE-1336,765200,9620370
WE-1335,765200,9620320
WE-1338,765200,9620270
WE-1337,765200,9620220
WE-1340,765200,9620170
WE-1339,765200,9620120
WE-1342,765200,9620070
WE-1341,765200,9620020
WE-1296,765200,9619972
WE-1295,765250,9622020
WE-1298,765250,9621970
WE-1297,765250,9621920
WE-1300,765250,9621870
WE-1299,765250,9621820
WE-1302,765250,9621770
WE-1301,765250,9621720
WE-1288,765250,9621670
WE-1287,765250,9621620
WE-1290,765250,9621570
WE-1289,765250,9621520
WE-1292,765250,9621470
WE-1291,765250,9621420
WE-1294,765250,9621370
WE-1293,765250,9621320
WE-1312,765250,9621270
WE-1311,765250,9621220
WE-1314,765250,9621170
WE-1313,765250,9621120
WE-1316,765250,9621070
WE-1315,765250,9621020
WE-1318,765250,9620970
WE-1317,765250,9620920
WE-1304,765250,9620870
WE-1303,765250,9620820
WE-1306,765250,9620770
WE-1305,765250,9620720
WE-1308,765250,9620670
WE-1307,765250,9620620
WE-1310,765250,9620570
WE-1309,765250,9620520
WE-2287,765250,9620470
WE-2286,765250,9620420
WE-2289,765250,9620370
WE-2288,765250,9620320
WE-2291,765250,9620270
WE-2290,765250,9620220
WE-2293,765250,9620170
WE-2292,765250,9620120
WE-2279,765250,9620070
WE-2278,765250,9620020
WE-2281,765250,9619972
WE-2280,765300,9622020
WE-2283,765300,9621970
WE-2282,765300,9621920
WE-2285,765300,9621870
WE-2284,765300,9621820
WE-2303,765300,9621770
WE-2302,765300,9621720
WE-2305,765300,9621670
WE-2304,765300,9621620
WE-2307,765300,9621570
WE-2306,765300,9621520
WE-2309,765300,9621470
WE-2308,765300,9621420
WE-2295,765300,9621370
WE-2294,765300,9621320
WE-2297,765300,9621270
WE-2296,765300,9621220
WE-2299,765300,9621170
WE-2298,765300,9621120
WE-2301,765300,9621070
WE-2300,765300,9621020
WE-2255,765300,9620970
WE-2254,765300,9620920
WE-2257,765300,9620870
WE-2256,765300,9620820
WE-2259,765300,9620770
WE-2258,765300,9620720
WE-2261,765300,9620670
WE-2260,765300,9620620
WE-2247,765300,9620570
WE-2246,765300,9620520
WE-2249,765300,9620470
WE-2248,765300,9620420
WE-2251,765300,9620370
WE-2250,765300,9620320
WE-2253,765300,9620270
WE-2252,765300,9620220
WE-2271,765300,9620170
WE-2270,765300,9620120
WE-2273,765300,9620070
WE-2272,765300,9620020
WE-2275,765300,9619972
WE-2274,765350,9622020
WE-2277,765350,9621970
WE-2276,765350,9621920
WE-2263,765350,9621870
WE-2262,765350,9621820
WE-2265,765350,9621770
WE-2264,765350,9621720
WE-2267,765350,9621670
WE-2266,765350,9621620
WE-2269,765350,9621570
WE-2268,765350,9621520
WE-2223,765350,9621470
WE-2222,765350,9621420
WE-2225,765350,9621370
WE-2224,765350,9621320
WE-2227,765350,9621270
WE-2226,765350,9621220
WE-2229,765350,9621170
WE-2228,765350,9621120
WE-2215,765350,9621070
WE-2214,765350,9621020
WE-2217,765350,9620970
WE-2216,765350,9620920
WE-2219,765350,9620870
WE-2218,765350,9620820
WE-2221,765350,9620770
WE-2220,765350,9620720
WE-2239,765350,9620670
WE-2238,765350,9620620
WE-2241,765350,9620570
WE-2240,765350,9620520
WE-2243,765350,9620470
WE-2242,765350,9620420
WE-2245,765350,9620370
WE-2244,765350,9620320
WE-2231,765350,9620270
WE-2230,765350,9620220
WE-2233,765350,9620170
WE-2232,765350,9620120
WE-2235,765350,9620070
WE-2234,765350,9620020
WE-2237,765350,9619972
WE-2236,765400,9622020
WE-2191,765400,9621970
WE-2190,765400,9621920
WE-2193,765400,9621870
WE-2192,765400,9621820
WE-2195,765400,9621770
WE-2194,765400,9621720
WE-2197,765400,9621670
WE-2196,765400,9621620
WE-2183,765400,9621570
WE-2182,765400,9621520
WE-2185,765400,9621470
WE-2184,765400,9621420
WE-2187,765400,9621370
WE-2186,765400,9621320
WE-2189,765400,9621270
WE-2188,765400,9621220
WE-2207,765400,9621170
WE-2206,765400,9621120
WE-2209,765400,9621070
WE-2208,765400,9621020
WE-2211,765400,9620970
WE-2210,765400,9620920
WE-2213,765400,9620870
WE-2212,765400,9620820
WE-2199,765400,9620770
WE-2198,765400,9620720
WE-2201,765400,9620670
WE-2200,765400,9620620
WE-2203,765400,9620570
WE-2202,765400,9620520
WE-2205,765400,9620470
WE-2204,765400,9620420
WE-2159,765400,9620370
WE-2158,765400,9620320
WE-2161,765400,9620270
WE-2160,765400,9620220
WE-2163,765400,9620170
WE-2162,765400,9620120
WE-2165,765400,9620070
WE-2164,765400,9620020
WE-2151,765400,9619972
WE-2150,765450,9622020
WE-2153,765450,9621970
WE-2152,765450,9621920
WE-2155,765450,9621870
WE-2154,765450,9621820
WE-2157,765450,9621770
WE-2156,765450,9621720
WE-2175,765450,9621670
WE-2174,765450,9621620
WE-2177,765450,9621570
WE-2176,765450,9621520
WE-2179,765450,9621470
WE-2178,765450,9621420
WE-2181,765450,9621370
WE-2180,765450,9621320
WE-2167,765450,9621270
WE-2166,765450,9621220
WE-2169,765450,9621170
WE-2168,765450,9621120
WE-2171,765450,9621070
WE-2170,765450,9621020
WE-2173,765450,9620970
WE-2172,765450,9620920
WE-2127,765450,9620870
WE-2126,765450,9620820
WE-2129,765450,9620770
WE-2128,765450,9620720
WE-2131,765450,9620670
WE-2130,765450,9620620
WE-2133,765450,9620570
WE-2132,765450,9620520
WE-2119,765450,9620470
WE-2118,765450,9620420
WE-2121,765450,9620370
WE-2120,765450,9620320
WE-2123,765450,9620270
WE-2122,765450,9620220
WE-2125,765450,9620170
WE-2124,765450,9620120
WE-2143,765450,9620070
WE-2142,765450,9620020
WE-2145,765450,9619972
WE-2144,765500,9622020
WE-2147,765500,9621970
WE-2146,765500,9621920
WE-2149,765500,9621870
WE-2148,765500,9621820
WE-2135,765500,9621770
WE-2134,765500,9621720
WE-2137,765500,9621670
WE-2136,765500,9621620
WE-2139,765500,9621570
WE-2138,765500,9621520
WE-2141,765500,9621470
WE-2140,765500,9621420
WE-2095,765500,9621370
WE-2094,765500,9621320
WE-2097,765500,9621270
WE-2096,765500,9621220
WE-2099,765500,9621170
WE-2098,765500,9621120
WE-2101,765500,9621070
WE-2100,765500,9621020
WE-2087,765500,9620970
WE-2086,765500,9620920
WE-2089,765500,9620870
WE-2088,765500,9620820
WE-2091,765500,9620770
WE-2090,765500,9620720
WE-2093,765500,9620670
WE-2092,765500,9620620
WE-2111,765500,9620570
WE-2110,765500,9620520
WE-2113,765500,9620470
WE-2112,765500,9620420
WE-2115,765500,9620370
WE-2114,765500,9620320
WE-2117,765500,9620270
WE-2116,765500,9620220
WE-2103,765500,9620170
WE-2102,765500,9620120
WE-2105,765500,9620070
WE-2104,765500,9620020
WE-2107,765500,9619972
WE-2106,765550,9622020
WE-2109,765550,9621970
WE-2108,765550,9621920
WE-2063,765550,9621870
WE-2062,765550,9621820
WE-2065,765550,9621770
WE-2064,765550,9621720
WE-2067,765550,9621670
WE-2066,765550,9621620
WE-2069,765550,9621570
WE-2068,765550,9621520
WE-2055,765550,9621470
WE-2054,765550,9621420
WE-2057,765550,9621370
WE-2056,765550,9621320
WE-2059,765550,9621270
WE-2058,765550,9621220
WE-2061,765550,9621170
WE-2060,765550,9621120
WE-2079,765550,9621070
WE-2078,765550,9621020
WE-2081,765550,9620970
WE-2080,765550,9620920
WE-2083,765550,9620870
WE-2082,765550,9620820
WE-2085,765550,9620770
WE-2084,765550,9620720
WE-2071,765550,9620670
WE-2070,765550,9620620
WE-2073,765550,9620570
WE-2072,765550,9620520
WE-2075,765550,9620470
WE-2074,765550,9620420
WE-2077,765550,9620370
WE-2076,765550,9620320
WE-2031,765550,9620270
WE-2030,765550,9620220
WE-2033,765550,9620170
WE-2032,765550,9620120
WE-2035,765550,9620070
WE-2034,765550,9620020
WE-2037,765550,9619972
WE-2036,765600,9622020
WE-2023,765600,9621970
WE-2022,765600,9621920
WE-2025,765600,9621870
WE-2024,765600,9621820
WE-2027,765600,9621770
WE-2026,765600,9621720
WE-2029,765600,9621670
WE-2028,765600,9621620
WE-2047,765600,9621570
WE-2046,765600,9621520
WE-2049,765600,9621470
WE-2048,765600,9621420
WE-2051,765600,9621370
WE-2050,765600,9621320
WE-2053,765600,9621270
WE-2052,765600,9621220
WE-2039,765600,9621170
WE-2038,765600,9621120
WE-2041,765600,9621070
WE-2040,765600,9621020
WE-2043,765600,9620970
WE-2042,765600,9620920
WE-2045,765600,9620870
WE-2044,765600,9620820
WE-1999,765600,9620770
WE-1998,765600,9620720
WE-2001,765600,9620670
WE-2000,765600,9620620
WE-2003,765600,9620570
WE-2002,765600,9620520
WE-2005,765600,9620470
WE-2004,765600,9620420
WE-1991,765600,9620370
WE-1990,765600,9620320
WE-1993,765600,9620270
WE-1992,765600,9620220
WE-1995,765600,9620170
WE-1994,765600,9620120
WE-1997,765600,9620070
WE-1996,765600,9620020
WE-2015,765600,9619972
WE-2014,765650,9622020
WE-2017,765650,9621970
WE-2016,765650,9621920
WE-2019,765650,9621870
WE-2018,765650,9621820
WE-2021,765650,9621770
WE-2020,765650,9621720
WE-2007,765650,9621670
WE-2006,765650,9621620
WE-2009,765650,9621570
WE-2008,765650,9621520
WE-2011,765650,9621470
WE-2010,765650,9621420
WE-2013,765650,9621370
WE-2012,765650,9621320
WE-1967,765650,9621270
WE-1966,765650,9621220
WE-1969,765650,9621170
WE-1968,765650,9621120
WE-1971,765650,9621070
WE-1970,765650,9621020
WE-1973,765650,9620970
WE-1972,765650,9620920
WE-1959,765650,9620870
WE-1958,765650,9620820
WE-1961,765650,9620770
WE-1960,765650,9620720
WE-1963,765650,9620670
WE-1962,765650,9620620
WE-1965,765650,9620570
WE-1964,765650,9620520
WE-1983,765650,9620470
WE-1982,765650,9620420
WE-1985,765650,9620370
WE-1984,765650,9620320
WE-1987,765650,9620270
WE-1986,765650,9620220
WE-1989,765650,9620170
WE-1988,765650,9620120
WE-1975,765650,9620070
WE-1974,765650,9620020
WE-1977,765650,9619972
WE-1976,765700,9622020
WE-1979,765700,9621970
WE-1978,765700,9621920
WE-1981,765700,9621870
WE-1980,765700,9621820
WE-1935,765700,9621770
WE-1934,765700,9621720
WE-1937,765700,9621670
WE-1936,765700,9621620
WE-1939,765700,9621570
WE-1938,765700,9621520
WE-1941,765700,9621470
WE-1940,765700,9621420
WE-1927,765700,9621370
WE-1926,765700,9621320
WE-1929,765700,9621270
WE-1928,765700,9621220
WE-1931,765700,9621170
WE-1930,765700,9621120
WE-1933,765700,9621070
WE-1932,765700,9621020
WE-1951,765700,9620970
WE-1950,765700,9620920
WE-1953,765700,9620870
WE-1952,765700,9620820
WE-1955,765700,9620770
WE-1954,765700,9620720
WE-1957,765700,9620670
WE-1956,765700,9620620
WE-1943,765700,9620570
WE-1942,765700,9620520
WE-1945,765700,9620470
WE-1944,765700,9620420
WE-1947,765700,9620370
WE-1946,765700,9620320
WE-1949,765700,9620270
WE-1948,765700,9620220
WE-1903,765700,9620170
WE-1902,765700,9620120
WE-1905,765700,9620070
WE-1904,765700,9620020
WE-1907,765700,9619972
WE-1906,765750,9622020
WE-1909,765750,9621970
WE-1908,765750,9621920
WE-1895,765750,9621870
WE-1894,765750,9621820
WE-1897,765750,9621770
WE-1896,765750,9621720
WE-1899,765750,9621670
WE-1898,765750,9621620
WE-1901,765750,9621570
WE-1900,765750,9621520
WE-1919,765750,9621470
WE-1918,765750,9621420
WE-1921,765750,9621370
WE-1920,765750,9621320
WE-1923,765750,9621270
WE-1922,765750,9621220
WE-1925,765750,9621170
WE-1924,765750,9621120
WE-1911,765750,9621070
WE-1910,765750,9621020
WE-1913,765750,9620970
WE-1912,765750,9620920
WE-1915,765750,9620870
WE-1914,765750,9620820
WE-1917,765750,9620770
WE-1916,765750,9620720
WE-1871,765750,9620670
WE-1870,765750,9620620
WE-1873,765750,9620570
WE-1872,765750,9620520
WE-1875,765750,9620470
WE-1874,765750,9620420
WE-1877,765750,9620370
WE-1876,765750,9620320
WE-1863,765750,9620270
WE-1862,765750,9620220
WE-1865,765750,9620170
WE-1864,765750,9620120
WE-1867,765750,9620070
WE-1866,765750,9620020
WE-1869,765750,9619972
WE-1868,765800,9622020
WE-1887,765800,9621970
WE-1886,765800,9621920
WE-1889,765800,9621870
WE-1888,765800,9621820
WE-1891,765800,9621770
WE-1890,765800,9621720
WE-1893,765800,9621670
WE-1892,765800,9621620
WE-1879,765800,9621570
WE-1878,765800,9621520
WE-1881,765800,9621470
WE-1880,765800,9621420
WE-1883,765800,9621370
WE-1882,765800,9621320
WE-1885,765800,9621270
WE-1884,765800,9621220
WE-1839,765800,9621170
WE-1838,765800,9621120
WE-1841,765800,9621070
WE-1840,765800,9621020
WE-1843,765800,9620970
WE-1842,765800,9620920
WE-1845,765800,9620870
WE-1844,765800,9620820
WE-1831,765800,9620770
WE-1830,765800,9620720
WE-1833,765800,9620670
WE-1832,765800,9620620
WE-1835,765800,9620570
WE-1834,765800,9620520
WE-1837,765800,9620470
WE-1836,765800,9620420
WE-1855,765800,9620370
WE-1854,765800,9620320
WE-1857,765800,9620270
WE-1856,765800,9620220
WE-1859,765800,9620170
WE-1858,765800,9620120
WE-1861,765800,9620070
WE-1860,765800,9620020
WE-1847,765800,9619972
WE-1846,765850,9622020
WE-1849,765850,9621970
WE-1848,765850,9621920
WE-1851,765850,9621870
WE-1850,765850,9621820
WE-1853,765850,9621770
WE-1852,765850,9621720
WE-1807,765850,9621670
WE-1806,765850,9621620
WE-1809,765850,9621570
WE-1808,765850,9621520
WE-1811,765850,9621470
WE-1810,765850,9621420
WE-1813,765850,9621370
WE-1812,765850,9621320
WE-1799,765850,9621270
WE-1798,765850,9621220
WE-1801,765850,9621170
WE-1800,765850,9621120
WE-1803,765850,9621070
WE-1802,765850,9621020
WE-1805,765850,9620970
WE-1804,765850,9620920
WE-1823,765850,9620870
WE-1822,765850,9620820
WE-1825,765850,9620770
WE-1824,765850,9620720
WE-1827,765850,9620670
WE-1826,765850,9620620
WE-1829,765850,9620570
WE-1828,765850,9620520
WE-1815,765850,9620470
WE-1814,765850,9620420
WE-1817,765850,9620370
WE-1816,765850,9620320
WE-1819,765850,9620270
WE-1818,765850,9620220
WE-1821,765850,9620170
WE-1820,765850,9620120
WE-0752,765850,9620070
WE-0751,765850,9620020
WE-0754,765850,9619972
WE-0753,765900,9622020
WE-0756,765900,9621970
WE-0755,765900,9621920
WE-0758,765900,9621870
WE-0757,765900,9621820
WE-0744,765900,9621770
WE-0743,765900,9621720
WE-0746,765900,9621670
WE-0745,765900,9621620
WE-0748,765900,9621570
WE-0747,765900,9621520
WE-0750,765900,9621470
WE-0749,765900,9621420
WE-0768,765900,9621370
WE-0767,765900,9621320
WE-0770,765900,9621270
WE-0769,765900,9621220
WE-0772,765900,9621170
WE-0771,765900,9621120
WE-0774,765900,9621070
WE-0773,765900,9621020
WE-0760,765900,9620970
WE-0759,765900,9620920
WE-0762,765900,9620870
WE-0761,765900,9620820
WE-0764,765900,9620770
WE-0763,765900,9620720
WE-0766,765900,9620670
WE-0765,765900,9620620
WE-0720,765900,9620570
WE-0719,765900,9620520
WE-0722,765900,9620470
WE-0721,765900,9620420
WE-0724,765900,9620370
WE-0723,765900,9620320
WE-0726,765900,9620270
WE-0725,765900,9620220
WE-0712,765900,9620170
WE-0711,765900,9620120
WE-0714,765900,9620070
WE-0713,765900,9620020
WE-0716,765900,9619972
WE-0715,765950,9622020
WE-0718,765950,9621970
WE-0717,765950,9621920
WE-0736,765950,9621870
WE-0735,765950,9621820
WE-0738,765950,9621770
WE-0737,765950,9621720
